Joey|3|I'm tellin' you Ross, she wants you|i am tellin you ross she wants you
Ross|6|She barely knows me|she barely knows me
Ross|6|We just live in the same building|we just live in the same building
Chandler|4|Any contact|any contact
Ross|6|She lent me an egg once|she lent me an egg once
Joey|3|You're in|you are in
Ross|6|Aw, right|aw right
Woman|0|Hi, Ross|hi ross
Ross|6|Hey|hey
Chandler|4|Come on, Ross, you gotta get back in the game here, ok|come on ross you gotta get back in the game here ok
Chandler|4|The Rachel thing's not happening, your ex-wife is a lesbian—I don't think we need a third|the rachel things not happening your ex wife is a lesbian i do not think we need a third
Joey|3|Excuse me, could we get an egg over here, still in the shell|excuse me could we get an egg over here still in the shell
Joey|3|Thanks|thanks
Ross|6|An egg|an egg
Joey|3|"Yeah, you're gonna go up to her and say, ""Here's your egg back, I'm returning your egg"|yeah you are gonna go up to her and say here is your egg back i am returning your egg
Joey|3|""""|
Chandler|4|I think it's winning|i think it is winning
Ross|6|I think it's insane|i think it is insane
Chandler|4|She'll love it|she will love it
Chandler|4|Go with the egg, my friend|go with the egg my friend
Joey|3|Think it'll work|think it will work
Chandler|4|No, it's suicide|no it is suicide
Chandler|4|The man's got an egg|the mans got an egg
Monica|2|You can not do this|you can not do this
Rachel|1|Do what, do what|do what do what
Monica|2|Roger wants to take her out tomorrow night|roger wants to take her out tomorrow night
Rachel|1|No|no
Rachel|1|Phoebes|phoebes
Rachel|1|Don't you remember why you dumped the guy|do not you remember why you dumped the guy
Phoebe|5|'Cause he was creepy, and mean, and a little frightening|because he was creepy and mean and a little frightening
Phoebe|5|alright, still, it's nice to have a date on Valentine's Day|alright still it is nice to have a date on valentines day
Monica|2|But Phoebe, you can go out with a creepy guy any night of the year|but phoebe you can go out with a creepy guy any night of the year
Monica|2|I know I do|i know i do
Rachel|1|Well, what are you guys doing tomorrow night|well what are you guys doing tomorrow night
Joey|3|Actually, tomorrow night kinda depends on how tonight goes|actually tomorrow night kinda depends on how tonight goes
Chandler|4|Oh, uh, listen, about tonight|oh uh listen about tonight
Joey|3|No, no, no, don't you dare bail on me|no no no do not you dare bail on me
Joey|3|The only reason she's goin' out with me is because I said I could bring a friend for her friend|the only reason she is goin out with me is because i said i could bring a friend for her friend
Chandler|4|Yes, I know, but her friend sounds like such a|yes i know but her friend sounds like such a
Joey|3|Pathetic mess|pathetic mess
Joey|3|I know, but—come on, man, she's needy, she's vulnerable|i know but come on man she is needy she is vulnerable
Joey|3|I'm thinkin', cha-ching|i am thinkin cha ching
Joey|3|Thanks|thanks
Joey|3|Look, you have not been out with a woman since Janice|look you have not been out with a woman since janice
Joey|3|You're doin' this|you are doin this
Ross|6|Hi|hi
Ross|6|She said yes|she said yes
Chandler|4|Yes|yes
Chandler|4|Way to go, man|way to go man
Chandler|4|Still got the egg, huh|still got the egg huh
Joey|3|How do I look|how do i look
Chandler|4|Oh, uh, I|oh uh i
Chandler|4|don't|do not
Chandler|4|care|care
Chandler|4|Ok, now, remember, no trading|ok now remember no trading
Chandler|4|You get the pretty one, I get the mess|you get the pretty one i get the mess
Lorraine|0|Hi, Joey|hi joey
Lorraine|0|Well well, look what you brought|well well look what you brought
Lorraine|0|Very nice|very nice
Chandler|4|And what did you bring|and what did you bring
Lorraine|0|She's checking the coats|she is checking the coats
Lorraine|0|Joey, I'm gonna go wash the cab smell off my hands|joey i am gonna go wash the cab smell off my hands
Lorraine|0|Will you get me a white Zinfandel, and a glass of red for Janice|will you get me a white zinfandel and a glass of red for janice
Chandler|4|Janice|janice
Janice|0|Oh|oh
Janice|0|my|my
Janice|0|God|god
Chandler|4|Hey, it's Janice|hey it is janice
Chandler|4|Ok, I'm makin' a break for it, I'm goin' out the window|ok i am makin a break for it i am goin out the window
Joey|3|No, no, no, don't|no no no do not
Joey|3|I've been waitin' for like, forever to go out with Lorraine|i have been waitin for like forever to go out with lorraine
Joey|3|Just calm down|just calm down
Chandler|4|Calm down|calm down
Chandler|4|Calm down|calm down
Chandler|4|You set me up with the woman that I've dumped twice in the last five months|you set me up with the woman that i have dumped twice in the last five months
Joey|3|Can you stop yellin'|can you stop yellin
Joey|3|You're makin' me nervous, and I can't go when I'm nervous|you are makin me nervous and i cannot go when i am nervous
Chandler|4|I'm sorry, I'm sorry, you're right|i am sorry i am sorry you are right
Chandler|4|Come on, do it, do it, go, come on|come on do it do it go come on
Rachel|1|Ok, ok, Roger was creepy, but he was nothing compared to Pete Carney|ok ok roger was creepy but he was nothing compared to pete carney
Monica|2|Which one was Pete Carney|which one was pete carney
Rachel|1|Pete the Weeper|pete the weeper
Rachel|1|Remember that guy who used to cry every time we had sex|remember that guy who used to cry every time we had sex
Rachel|1|"""Was it good for you"|was it good for you
Rachel|1|""""|
Monica|2|"Yeah, well, I'll take a little crying any day over Howard-the-""I-win""-guy"|yeah well i will take a little crying any day over howard the i win guy
Monica|2|"""I win"|i win
Monica|2|I win|i win
Monica|2|""" I went out with the guy for two months—I didn't get to win once"|i went out with the guy for two months i did not get to win once
Rachel|1|How did we end up with these jerks|how did we end up with these jerks
Rachel|1|We're good people|we are good people
Monica|2|I don't know|i do not know
Monica|2|Maybe we're some kinda magnets|maybe we are some kinda magnets
Phoebe|5|I know I am|i know i am
Phoebe|5|That's why I can't wear a digital watch|that is why i cannot wear a digital watch
Monica|2|There's more beer, right|there is more beer right
Phoebe|5|Oh|oh
Phoebe|5|You know my friend Abby who shaves her head|you know my friend abby who shaves her head
Phoebe|5|She said that if you want to break the bad boyfriend cycle, you can do like a cleansing ritual|she said that if you want to break the bad boyfriend cycle you can do like a cleansing ritual
Rachel|1|Pheebes, this woman is voluntarily bald|pheebes this woman is voluntarily bald
Phoebe|5|Yeah|yeah
Phoebe|5|So, we can do it tomorrow night, you guys|so we can do it tomorrow night you guys
Phoebe|5|It's Valentine's Day|it is valentines day
Phoebe|5|It's perfect|it is perfect
Monica|2|Ok, well, what kind of ritual|ok well what kind of ritual
Phoebe|5|Ok|ok
Phoebe|5|We can, um, we can burn the stuff they gave us|we can um we can burn the stuff they gave us
Rachel|1|Or|or
Phoebe|5|Or|or
Phoebe|5|or we can chant and dance around naked, you know, with sticks|or we can chant and dance around naked you know with sticks
Monica|2|Burning's good|burnings good
Rachel|1|Burning's good|burnings good
Rachel|1|Yeah, I got stuff to burn|yeah i got stuff to burn
Lorraine|0|You know, ever since I was little, I've been able to pick up quarters with my toes|you know ever since i was little i have been able to pick up quarters with my toes
Joey|3|Good for you|good for you
Joey|3|Uh, quarters or rolls of quarters|uh quarters or rolls of quarters
Janice|0|By the way, Chandler|by the way chandler
Janice|0|I cut you out of all my pictures|i cut you out of all my pictures
Janice|0|So if you want, I have a bag with just your heads|so if you want i have a bag with just your heads
Chandler|4|That's OK|that is ok
Janice|0|Oh, are you sure|oh are you sure
Janice|0|Really|really
Janice|0|Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty|because you know you could make little puppets out of them and you could use them in your theater of cruelty
Joey|3|We can't do that|we cannot do that
Chandler|4|What|what
Chandler|4|What can't you do|what cannot you do
Joey|3|Uh, can I talk to you for a second, over there|uh can i talk to you for a second over there
Joey|3|Uh, we might be leaving now|uh we might be leaving now
Chandler|4|"Tell me it's ""you and me"" we"|tell me it is you and me we
Joey|3|She said she wants to slather my body with stuff and then lick it off|she said she wants to slather my body with stuff and then lick it off
Joey|3|I'm not even sure what slathering is, but I definitely want to be a part of it|i am not even sure what slathering is but i definitely want to be a part of it
Chandler|4|Ok, you can not do this to me|ok you can not do this to me
Joey|3|You're right, I'm sorry|you are right i am sorry
Joey|3|You're right|you are right
Lorraine|0|Uh, can we have three chocolate mousses to go please|uh can we have three chocolate mousses to go please
Joey|3|I'm outta here|i am outta here
Joey|3|Here's my credit card|here is my credit card
Joey|3|Dinner's on me|dinners on me
Joey|3|I'm sorry, Chandler|i am sorry chandler
Chandler|4|I hope she throws up on you|i hope she throws up on you
Chandler|4|So|so
Janice|0|Just us|just us
Chandler|4|Oh, what a crappy night|oh what a crappy night
Janice|0|Although, I have enjoyed the fact that, uh your shirt's been stickin' outta your zipper ever since you came back from the bathroom|although i have enjoyed the fact that uh your shirts been stickin outta your zipper ever since you came back from the bathroom
Chandler|4|Excuse me|excuse me
Chandler|4|How ya doin'|how ya doin
Janice|0|So, do we have the best friends or what|so do we have the best friends or what
Chandler|4|Joey's not a friend|joeys not a friend
Chandler|4|He's|he is
Chandler|4|a stupid man who left us his credit card|a stupid man who left us his credit card
Chandler|4|Another drink|another drink
Chandler|4|Some dessert|some dessert
Chandler|4|A big screen TV|a big screen tv
Janice|0|I will go for that drink|i will go for that drink
Chandler|4|You got it|you got it
Chandler|4|Good woman|good woman
Chandler|4|Could we get a bottle of your most overpriced champagne|could we get a bottle of your most overpriced champagne
Janice|0|Each|each
Chandler|4|That's right, each|that is right each
Chandler|4|Oh, and a uh Rob Roy|oh and a uh rob roy
Chandler|4|I've always wanted to know|i have always wanted to know
Janice|0|Happy Valentine's Day|happy valentines day
Janice|0|Oh, I miss you already|oh i miss you already
Janice|0|Can you believe this happened|can you believe this happened
Chandler|4|No|no
Chandler|4|no|no
Chandler|4|And yet it did|and yet it did
Chandler|4|Good-bye, Janice|good bye janice
Janice|0|Kiss me|kiss me
Monica|2|Oh, Chandler, sorry|oh chandler sorry
Monica|2|Ohhh, Chandler, sorry|ohhh chandler sorry
Monica|2|Hey, Janice|hey janice
Janice|0|Hi, Monica|hi monica
Chandler|4|Ok, well, this was very special|ok well this was very special
Monica|2|Rach, come see who's out here|rach come see who is out here
Rachel|1|Oh my god|oh my god
Rachel|1|Janice, hi|janice hi
Chandler|4|Janice is gonna go away now|janice is gonna go away now
Monica|2|I'll be right back|i will be right back
Rachel|1|Oh, Joey, look who it is|oh joey look who it is
Joey|3|Whoa|whoa
Chandler|4|Oh, good, Joey's home now|oh good joeys home now
Janice|0|This is so fun|this is so fun
Janice|0|This is like a reunion in the hall|this is like a reunion in the hall
Monica|2|Oh, hi, Ross|oh hi ross
Monica|2|Yeah|yeah
Monica|2|There's someone I want you to say hi to|there is someone i want you to say hi to
Monica|2|He just happened to call|he just happened to call
Janice|0|Hi, Ross|hi ross
Janice|0|Yes, it's me|yes it is me
Janice|0|How did you know|how did you know
Ross|6|I'm just sayin' if dogs do experience jet lag, then, because of the whole um, seven dog years to one human year thing, then, when a dog flies from New York to Los Angeles, he doesn't just lose three hours, he loses like a week and a half|i am just sayin if dogs do experience jet lag then because of the whole um seven dog years to one human year thing then when a dog flies from new york to los angeles he does not just lose three hours he loses like a week and a half
Kristin|0|That's funny|that is funny
Kristin|0|Who are they|who are they
Ross|6|The blond woman is my ex-wife, and the woman touching her is her|the blond woman is my ex wife and the woman touching her is her
Ross|6|close, personal friend|close personal friend
Kristin|0|You mean they're lovers|you mean they are lovers
Ross|6|If you wanna put a label on it|if you wanna put a label on it
Kristin|0|Wow, uh, anything else I should know|wow uh anything else i should know
Ross|6|Nope, nope, that's it|nope nope that is it
Ross|6|Oh, and she's pregnant with my baby|oh and she is pregnant with my baby
Ross|6|I always forget that part|i always forget that part
Ross|6|Helloo|helloo
Phoebe|5|Ok, so now we need, um sage branches and the sacramental wine|ok so now we need um sage branches and the sacramental wine
Monica|2|All I have is, is oregano and a Fresca|all i have is is oregano and a fresca
Phoebe|5|Um, that's ok|um that is ok
Phoebe|5|Ok|ok
Phoebe|5|All right|all right
Phoebe|5|Now we need the semen of a righteous man|now we need the semen of a righteous man
Rachel|1|Ok, Pheebs, you know what, if we had that, we wouldn't be doing the ritual in the first place|ok pheebs you know what if we had that we would not be doing the ritual in the first place
Monica|2|Can we just start throwing things in|can we just start throwing things in
Phoebe|5|Ok, yeah, ok|ok yeah ok
Phoebe|5|Oh, OK|oh ok
Rachel|1|Ok, Barry's letters|ok barrys letters
Rachel|1|Adam Ritter's boxer shorts|adam ritters boxer shorts
Phoebe|5|Ok, and I have the, uh receipt for my dinner with Nokululu Oon Ah Ah|ok and i have the uh receipt for my dinner with nokululu oon ah ah
Monica|2|Look, here's a picture of Scotty Jared naked|look here is a picture of scotty jared naked
Rachel|1|Hey he's wearing a sweater|hey he is wearing a sweater
Monica|2|No|no
Rachel|1|Eww|eww
Phoebe|5|Eww|eww
Rachel|1|And here we have the last of Paulo's grappa|and here we have the last of paulos grappa
Monica|2|Hey, Rachel, isn't that stuff almost pure|hey rachel is not that stuff almost pure
Chandler|4|How can I dump this woman on Valentine's day|how can i dump this woman on valentines day
Joey|3|I don't know|i do not know
Joey|3|You dumped her on New Year's|you dumped her on new years
Chandler|4|Oh, man|oh man
Chandler|4|In my next life, I'm coming back as a toilet brush|in my next life i am coming back as a toilet brush
Janice|0|Hello, funny Valentine|hello funny valentine
Chandler|4|Hi, Just Janice|hi just janice
Janice|0|Hello, Joey, our little matchmaker|hello joey our little matchmaker
Janice|0|I could just kiss you all over, and I'm gonna|i could just kiss you all over and i am gonna
Joey|3|If you don't do it, I will|if you do not do it i will
Ross|6|So, um, what do you do for a living|so um what do you do for a living
Kristin|0|Well, um, for the past few years I've been working|well um for the past few years i have been working
Kristin|0|which is funny because, that wasn't even my major|which is funny because that was not even my major
Carol|0|Oh no|oh no
Carol|0|I thought you said they could shoot the spot without you|i thought you said they could shoot the spot without you
Susan|0|I thought they could|i thought they could
Susan|0|I'll try to get back as soon as I can|i will try to get back as soon as i can
Susan|0|I'm sorry|i am sorry
Ross|6|Now that is funny|now that is funny
Ross|6|Hey, do you think|hey do you think
Ross|6|would it be too weird if I invited Carol over to join us|would it be too weird if i invited carol over to join us
Ross|6|'Cause she's, she's alone now, and pregnant, and, and sad|because she is she is alone now and pregnant and and sad
Kristin|0|I guess|i guess
Ross|6|Are you sure|are you sure
Ross|6|Great|great
Ross|6|Carol|carol
Ross|6|Wanna come over and join us|wanna come over and join us
Carol|0|Oh, no no no|oh no no no
Carol|0|I'm fine|i am fine
Carol|0|I'm fine|i am fine
Ross|6|Come on|come on
Ross|6|These people'll scooch down|these peoplell scooch down
Ross|6|You guys'll scooch, won't you|you guysll scooch will not you
Ross|6|Let's try scooching|let us try scooching
Ross|6|Come on|come on
Ross|6|Come on|come on
Ross|6|Uh, Kristen Riggs, this is Carol Willick|uh kristen riggs this is carol willick
Ross|6|Carol, Kristin|carol kristin
Ross|6|Uh, Carol teaches sixth grade|uh carol teaches sixth grade
Ross|6|And, Kristin, Kristin|and kristin kristin
Ross|6|does something that, funnily enough, wasn't even her major|does something that funnily enough was not even her major
Fireman No. 1|0|What do we got there|what do we got there
Fireman No. 2|0|A piece of something: boxer shorts, greeting cards, and what looks like a half-charred picture—Wow, that guy's hairier than the Chief|a piece of something boxer shorts greeting cards and what looks like a half charred picture wow that guys hairier than the chief
Monica|2|You know, it's a really funny story how this happened|you know it is a really funny story how this happened
Fireman No. 3|0|It's all right|it is all right
Fireman No. 3|0|It's all right|it is all right
Fireman No. 3|0|You don't have to explain|you do not have to explain
Fireman No. 3|0|This isn't the first boyfriend bonfire that we've seen get out of control|this is not the first boyfriend bonfire that we have seen get out of control
Fireman No. 1|0|You're our third call tonight|you are our third call tonight
Rachel|1|Really|really
Fireman No. 2|0|Oh, sure, Valentine's is our busiest night of the year|oh sure valentines is our busiest night of the year
Janice|0|I brought you something|i brought you something
Chandler|4|Is it loaded|is it loaded
Chandler|4|Oh, little candy hearts|oh little candy hearts
Chandler|4|Chan and Jan Forever|chan and jan forever
Janice|0|I had them made special|i had them made special
Chandler|4|Ok, Janice|ok janice
Chandler|4|Janice|janice
Chandler|4|Hey, Janice|hey janice
Chandler|4|Look, there's no way for me to tell you this|look there is no way for me to tell you this
Chandler|4|At least there's no new way for me to tell you this|at least there is no new way for me to tell you this
Chandler|4|I just don't things are gonna work out|i just do not things are gonna work out
Janice|0|That's fine|that is fine
Chandler|4|It is|it is
Janice|0|Mmm-hmm|mmm hmm
Janice|0|Because I know that this isn't the end|because i know that this is not the end
Chandler|4|Oh no, you see, actually it is|oh no you see actually it is
Janice|0|No, it isn't, because you won't let that happen|no it is not because you will not let that happen
Janice|0|Don't you know it yet|do not you know it yet
Janice|0|You love me, Chandler Bing|you love me chandler bing
Chandler|4|Oh, no I don't|oh no i do not
Janice|0|Well then ask yourself this|well then ask yourself this
Janice|0|Why do you think we keep ending up together|why do you think we keep ending up together
Janice|0|New Year's|new years
Janice|0|Who invited who|who invited who
Janice|0|Valentine's|valentines
Janice|0|Who asked who into whose bed|who asked who into whose bed
Chandler|4|I did, but|i did but
Janice|0|You seek me out|you seek me out
Janice|0|Something deep in your soul calls out to me like a foghorn|something deep in your soul calls out to me like a foghorn
Janice|0|Janice, Janice|janice janice
Janice|0|You want me|you want me
Janice|0|You need me|you need me
Janice|0|You can't live without me|you cannot live without me
Janice|0|And you know it|and you know it
Janice|0|You just don't know you know it|you just do not know you know it
Janice|0|See ya|see ya
Chandler|4|Call me|call me
Carol|0|It's not true|it is not true
Carol|0|I never called your mother a wolverine|i never called your mother a wolverine
Ross|6|You did so|you did so
Ross|6|I swear, I swear— How long has she been in the bathroom|i swear i swear how long has she been in the bathroom
Carol|0|Uh, I don't think she's in the bathroom|uh i do not think she is in the bathroom
Carol|0|Her coat is gone|her coat is gone
Ross|6|Well maybe it's cold in there|well maybe it is cold in there
Ross|6|Or maybe I screwed up the first date I had in 9 years|or maybe i screwed up the first date i had in years
Carol|0|That could be it|that could be it
Ross|6|Oh, god|oh god
Ross|6|You know, this is still pretty hot|you know this is still pretty hot
Carol|0|Mushroom|mushroom
Carol|0|Smile|smile
Carol|0|They won't all be like this|they will not all be like this
Carol|0|Some women might even stay through dinner|some women might even stay through dinner
Carol|0|Sorry, that's not funny|sorry that is not funny
Ross|6|No, it's just|no it is just
Ross|6|"you know the whole ""getting on with your life"" thing"|you know the whole getting on with your life thing
Ross|6|Well, do I have to|well do i have to
Ross|6|I mean, I'm sitting here with this cute woman, and, and, and she's perfectly nice, and, but that there's, that's it|i mean i am sitting here with this cute woman and and and she is perfectly nice and but that there is that is it
Ross|6|And um, and then I'm here talkin' to you, and, and it's easy, and it's fun, and, and I don't, I don't have to|and um and then i am here talkin to you and and it is easy and it is fun and and i do not i do not have to
Ross|6|You know, here's a wacky thought|you know here is a wacky thought
Ross|6|Um, what's say you and I give it another shot|um what is say you and i give it another shot
Ross|6|No no no, I know what you're gonna say, you're a lesbian|no no no i know what you are gonna say you are a lesbian
Ross|6|But what do you say we just put that aside for now you know|but what do you say we just put that aside for now you know
Ross|6|Let's just stick a pin in it, ok|let us just stick a pin in it ok
Ross|6|Because, we're great together, you know|because we are great together you know
Ross|6|You can't deny it|you cannot deny it
Ross|6|Besides, you're carrying my baby|besides you are carrying my baby
Ross|6|I mean, how perfect is that|i mean how perfect is that
Ross|6|But see, you know, you keep sayin' that, but there's somethin' right here|but see you know you keep sayin that but there is somethin right here
Ross|6|I love you|i love you
Carol|0|Oh, I love you too|oh i love you too
Carol|0|But|but
Ross|6|No but, no but|no but no but
Carol|0|You know that thing you put over here with the pin in it|you know that thing you put over here with the pin in it
Carol|0|It's time to take the pin out|it is time to take the pin out
Carol|0|You'll find someone, I know you will|you will find someone i know you will
Carol|0|The right woman is just waiting for you|the right woman is just waiting for you
Ross|6|That's easy for you to say, you found one already|that is easy for you to say you found one already
Carol|0|All you need is a woman who likes men and you'll be set|all you need is a woman who likes men and you will be set
Carol|0|Not her|not her
Fireman No. 3|0|We get off around midnight, why don't we pick you up then|we get off around midnight why do not we pick you up then
Rachel|1|So, um, will you bring the truck|so um will you bring the truck
Fireman No. 3|0|I'll even let you ring the bell|i will even let you ring the bell
Rachel|1|Oh, my god|oh my god
Phoebe|5|See, there you go, the cleansing works|see there you go the cleansing works
Monica|2|They're nice guys|they are nice guys
Rachel|1|Oh, they're firemen guys|oh they are firemen guys
Fireman No. 1|0|You guys tell them you were married|you guys tell them you were married
Fireman No. 2|0|No way|no way
Fireman No. 3|0|Are you kidding|are you kidding
Fireman No. 3|0|My girlfriend doesn't know, I'm not gonna tell them|my girlfriend does not know i am not gonna tell them
